RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
4259,E913575,[중앙선][춘천]죽령터널(춘천외부1),국가교통정보센터(고속도로),128.457814,36.89555
4260,E913576,[중앙선][춘천]죽령터널(춘천외부2),국가교통정보센터(고속도로),128.408938,36.910362
4261,E913577,[중앙선]가산,국가교통정보센터(고속도로),128.5333536,36.09599231
4262,E913579,[중앙선]가산터널1,국가교통정보센터(고속도로),128.53727,36.114391
4263,E913578,[중앙선]각기2교,국가교통정보센터(고속도로),128.2822266,37.02081299
4264,E913580,[중앙선]갈풍1교,국가교통정보센터(고속도로),127.947006225585,37.4763641357421
4265,E913581,[중앙선]갈풍리,국가교통정보센터(고속도로),127.95059,37.48976
4266,E913582,[중앙선]강서낙동강교,국가교통정보센터(고속도로),128.974559,35.203675
4267,E913583,[중앙선]고상,국가교통정보센터(고속도로),128.614556,36.509625
4268,E913584,[중앙선]고상1,국가교통정보센터(고속도로),128.60924,36.505757
4269,E913585,[중앙선]고하,국가교통정보센터(고속도로),128.633085,36.528862
4270,E913586,[중앙선]고하1,국가교통정보센터(고속도로),128.62543,36.520809
4271,E913587,[중앙선]공근교,국가교통정보센터(고속도로),127.974243164062,37.5791358947753
4272,E913588,[중앙선]공근리,국가교통정보센터(고속도로),127.97365,37.570149
4273,E913589,[중앙선]관설1교,국가교통정보센터(고속도로),127.978699,37.300139
4274,E913590,[중앙선]관설3교,국가교통정보센터(고속도로),127.964164733886,37.3122863769531
4275,E913591,[중앙선]관음,국가교통정보센터(고속도로),128.5502729,35.95223641
4276,E913592,[중앙선]광격1교,국가교통정보센터(고속도로),127.931106567382,37.4488906860351
4277,E913593,[중앙선]광격2교,국가교통정보센터(고속도로),127.941627,37.463183
4278,E913594,[중앙선]괴정교,국가교통정보센터(고속도로),128.984161376953,35.2491950988769
4279,E913595,[중앙선]국곡,국가교통정보센터(고속도로),128.6053262,36.50167508
4280,E913596,[중앙선]군위,국가교통정보센터(고속도로),128.5593802,36.19918816
4281,E913597,[중앙선]군위2,국가교통정보센터(고속도로),128.560180664062,36.2107429504394
4282,E913598,[중앙선]군위BS,국가교통정보센터(고속도로),128.569213867187,36.2574348449707
4283,E913599,[중앙선]군위분기점,국가교통정보센터(고속도로),128.5505556,36.16027778
4284,E913600,[중앙선]군위터널,국가교통정보센터(고속도로),128.541175,36.146605
4285,E913601,[중앙선]군위터널2,국가교통정보센터(고속도로),128.5475159,36.15604401
4286,E913602,[중앙선]군위휴게소,국가교통정보센터(고속도로),128.574995,36.264124
4287,E913603,[중앙선]굴지터널,국가교통정보센터(고속도로),127.79778,37.72389
4288,E913604,[중앙선]금계천1교,국가교통정보센터(고속도로),127.98417,37.52333
4289,E913605,[중앙선]금계천2교,국가교통정보센터(고속도로),127.9798029,37.55850013
4290,E913607,[중앙선]금대3교,국가교통정보센터(고속도로),127.9925842,37.28879929
4291,E913606,[중앙선]금대4교,국가교통정보센터(고속도로),127.99333,37.28833
4292,E913608,[중앙선]금성교,국가교통정보센터(고속도로),128.190682,37.061045
4293,E913609,[중앙선]금창리,국가교통정보센터(고속도로),128.05923461914,37.2475547790527
4294,E913610,[중앙선]금호분기점,국가교통정보센터(고속도로),128.524365,35.899248
4295,E913611,[중앙선]금호분기점2,국가교통정보센터(고속도로),128.5250397,35.89380646
4296,E913612,[중앙선]금호분기점3,국가교통정보센터(고속도로),128.5237024,35.89384706
4297,E913613,[중앙선]금호터널,국가교통정보센터(고속도로),128.525994,35.907791
4298,E913614,[중앙선]금호터널1,국가교통정보센터(고속도로),128.527740478515,35.9179229736328
4299,E913615,[중앙선]기도4교,국가교통정보센터(고속도로),128.577886,36.382015
4300,E913616,[중앙선]기동리,국가교통정보센터(고속도로),128.293701171875,37.002758026123
4301,E913617,[중앙선]남산터널(부산)-외부,국가교통정보센터(고속도로),127.888721,37.659947
4302,E913618,[중앙선]남산터널(춘천)-외부,국가교통정보센터(고속도로),127.903637,37.657485
4303,E913619,[중앙선]남안동,국가교통정보센터(고속도로),128.6214475,36.47497024
4304,E913620,[중앙선]남원주,국가교통정보센터(고속도로),127.9311553,37.32310248
4305,E913621,[중앙선]남제천,국가교통정보센터(고속도로),128.1818423,37.07622078
4306,E913622,[중앙선]남조천교,국가교통정보센터(고속도로),128.3590698,36.91864395
4307,E913623,[중앙선]내성천교,국가교통정보센터(고속도로),128.557272,36.698821
4308,E913624,[중앙선]노동교,국가교통정보센터(고속도로),128.622756958007,36.5896949768066
4309,E913625,[중앙선]다부,국가교통정보센터(고속도로),128.5171191,36.04760827
4310,E913626,[중앙선]다부1교,국가교통정보센터(고속도로),128.520279,36.039589
4311,E913627,[중앙선]다부2교,국가교통정보센터(고속도로),128.5357787,36.06825675
4312,E913628,[중앙선]다부리,국가교통정보센터(고속도로),128.534645,36.057014
4313,E913629,[중앙선]다부리1,국가교통정보센터(고속도로),128.5302734375,36.0545501708984
4314,E913630,[중앙선]다부터널,국가교통정보센터(고속도로),128.536318,36.022622
4315,E913631,[중앙선]다부터널(부산외부),국가교통정보센터(고속도로),128.5306549,36.02755356
4316,E913632,[중앙선]단양,국가교통정보센터(고속도로),128.3651758,36.91794944
4317,E913633,[중앙선]단양대교,국가교통정보센터(고속도로),128.317449,36.943946
4318,E913634,[중앙선]단양터널(부산)입구,국가교통정보센터(고속도로),128.303239,36.957434
4319,E913635,[중앙선]단양휴게소,국가교통정보센터(고속도로),128.322579,36.940416
4320,E913636,[중앙선]단양휴게소2,국가교통정보센터(고속도로),128.290195,36.992856
4321,E913637,[중앙선]대가2교,국가교통정보센터(고속도로),128.26278,37.03139
4322,E913638,[중앙선]대감분기점,국가교통정보센터(고속도로),128.982013,35.267278
4323,E913639,[중앙선]대동-대감분기점,국가교통정보센터(고속도로),128.984252929687,35.2742004394531
4324,E913640,[중앙선]대동분기점,국가교통정보센터(고속도로),128.984949,35.279399
4325,E913641,[중앙선]대사1교,국가교통정보센터(고속도로),128.5862723,36.34412442
4326,E913643,[중앙선]대사2,국가교통정보센터(고속도로),128.58511352539,36.3407096862792
4327,E913642,[중앙선]대사3교,국가교통정보센터(고속도로),128.578311,36.355849
4328,E913645,[중앙선]도리원교,국가교통정보센터(고속도로),128.581817626953,36.2955856323242
4329,E913644,[중앙선]독양교,국가교통정보센터(고속도로),128.5726042,36.72154303
4330,E913646,[중앙선]동명교,국가교통정보센터(고속도로),128.5506445,35.99574481
4331,E913647,[중앙선]동명휴게소,국가교통정보센터(고속도로),128.5497679,36.00296546
4332,E913648,[중앙선]만운2교,국가교통정보센터(고속도로),128.5686058,36.61119916
4333,E913649,[중앙선]만종육교,국가교통정보센터(고속도로),127.902448,37.365542
4334,E913650,[중앙선]만종졸음쉼터,국가교통정보센터(고속도로),127.9086,37.35171
4335,E913651,[중앙선]만종터널(부산),국가교통정보센터(고속도로),127.91487,37.33837
4336,E913652,[중앙선]만종터널(춘천),국가교통정보센터(고속도로),127.9147,37.33888
4337,E913653,[중앙선]매곡2교,국가교통정보센터(고속도로),127.980125427246,37.5388488769531
4338,E913654,[중앙선]매곡리,국가교통정보센터(고속도로),127.981483459472,37.5260925292968
4339,E913655,[중앙선]명도2교,국가교통정보센터(고속도로),128.127241,37.16416
4340,E913657,[중앙선]명암2교,국가교통정보센터(고속도로),128.1299119,37.18528
4341,E913656,[중앙선]명암3교,국가교통정보센터(고속도로),128.1257172,37.19816971
4342,E913658,[중앙선]무장2교,국가교통정보센터(고속도로),127.908638000488,37.415542602539
4343,E913659,[중앙선]무장리,국가교통정보센터(고속도로),127.898868,37.409227
4344,E913660,[중앙선]미석,국가교통정보센터(고속도로),128.57722,36.733944
4345,E913661,[중앙선]반곡리,국가교통정보센터(고속도로),127.945,37.468056
4346,E913662,[중앙선]방량2교,국가교통정보센터(고속도로),127.915412902832,37.6499633789062
4347,E913663,[중앙선]백운2교,국가교통정보센터(고속도로),128.010818481445,37.2696113586425
4348,E913664,[중앙선]보문터널(부산외부1),국가교통정보센터(고속도로),128.5482941,36.6402626
4349,E913665,[중앙선]보문터널(춘천외부1),국가교통정보센터(고속도로),128.5527344,36.6301651
4350,E913666,[중앙선]봉명2교,국가교통정보센터(고속도로),127.794204711914,37.763916015625
4351,E913667,[중앙선]봉암교,국가교통정보센터(고속도로),128.54023,36.832537
4352,E913668,[중앙선]봉양BS,국가교통정보센터(고속도로),128.585394,36.300116
4353,E913669,[중앙선]봉양교,국가교통정보센터(고속도로),128.589337,36.305
4354,E913670,[중앙선]봉양리,국가교통정보센터(고속도로),128.137222290039,37.1428909301757
4355,E913671,[중앙선]봉현터널,국가교통정보센터(고속도로),128.496865,36.870836
4356,E913672,[중앙선]북단양,국가교통정보센터(고속도로),128.2883103,37.01503607
4357,E913673,[중앙선]북상1교,국가교통정보센터(고속도로),128.33901977539,36.9241867065429
4358,E913674,[중앙선]북원주,국가교통정보센터(고속도로),127.922637,37.420446
4359,E913675,[중앙선]비끼재,국가교통정보센터(고속도로),128.1242808,37.19937844
4360,E913676,[중앙선]사부교,국가교통정보센터(고속도로),128.586938,36.319915
4361,E913677,[중앙선]사암2교,국가교통정보센터(고속도로),127.779096,37.821942
4362,E913678,[중앙선]사직,국가교통정보센터(고속도로),128.555098,36.217359
4363,E913679,[중앙선]삼마치터널(부산)-외부,국가교통정보센터(고속도로),127.942269,37.621521
4364,E913680,[중앙선]삼마치터널(춘천)-외부,국가교통정보센터(고속도로),127.962186,37.609462
4365,E913681,[중앙선]상리교,국가교통정보센터(고속도로),128.290344238281,36.972858428955
4366,E913682,[중앙선]상리천교,국가교통정보센터(고속도로),128.595802,36.596888
4367,E913683,[중앙선]상방교,국가교통정보센터(고속도로),128.325943,36.93649292
4368,E913684,[중앙선]서안동,국가교통정보센터(고속도로),128.6260884,36.58912129
4369,E913685,[중앙선]서안동1,국가교통정보센터(고속도로),128.60969543457,36.5920715332031
4370,E913686,[중앙선]섬강교,국가교통정보센터(고속도로),127.930549621582,37.4309730529785
4371,E913687,[중앙선]소야교,국가교통정보센터(고속도로),128.2737344,37.02755682
4372,E913688,[중앙선]소야리,국가교통정보센터(고속도로),128.2657401,37.02974301
4373,E913689,[중앙선]수계1교,국가교통정보센터(고속도로),128.54854,36.675227
4374,E913690,[중앙선]수계3교,국가교통정보센터(고속도로),128.5548242,36.69182303
4375,E913692,[중앙선]수곡1교,국가교통정보센터(고속도로),128.641099,36.575646
4376,E913691,[중앙선]수곡2교,국가교통정보센터(고속도로),128.633087158203,36.5848159790039
4377,E913694,[중앙선]수서1교,국가교통정보센터(고속도로),128.5552862,36.18997636
4378,E913693,[중앙선]수서2,국가교통정보센터(고속도로),128.550201416015,36.185131072998
4379,E913695,[중앙선]신림,국가교통정보센터(고속도로),128.0875844,37.2258204
4380,E913696,[중앙선]신림교,국가교통정보센터(고속도로),128.12678527832,37.1965866088867
4381,E913697,[중앙선]신림교,국가교통정보센터(고속도로),128.0631145,37.24249723
4382,E913698,[중앙선]신림리,국가교통정보센터(고속도로),128.085205078125,37.2299194335937
4383,E913699,[중앙선]신양,국가교통정보센터(고속도로),128.55851,36.6168
4384,E913700,[중앙선]신양1교,국가교통정보센터(고속도로),128.5541928,36.62407503
4385,E913701,[중앙선]신평분기점,국가교통정보센터(고속도로),127.895213,37.374679
4386,E913702,[중앙선]신평저수지,국가교통정보센터(고속도로),127.892807006835,37.391918182373
4387,E913703,[중앙선]안동휴게소,국가교통정보센터(고속도로),128.6457183,36.56203292
4388,E913704,[중앙선]안평,국가교통정보센터(고속도로),128.572611,36.368431
4389,E913705,[중앙선]어둔교,국가교통정보센터(고속도로),127.9722183,37.59387701
